Crop,Geolocation,Level,2010 Quarter1,2010 Quarter2,2010 Quarter3,2010 Quarter4,2011 Quarter1,2011 Quarter2,2011 Quarter3,2011 Quarter4,2012 Quarter1,2012 Quarter2,2012 Quarter3,2012 Quarter4,2013 Quarter1,2013 Quarter2,2013 Quarter3,2013 Quarter4,2014 Quarter1,2014 Quarter2,2014 Quarter3,2014 Quarter4,2015 Quarter1,2015 Quarter2,2015 Quarter3,2015 Quarter4,2016 Quarter1,2016 Quarter2,2016 Quarter3,2016 Quarter4,2017 Quarter1,2017 Quarter2,2017 Quarter3,2017 Quarter4,2018 Quarter1,2018 Quarter2,2018 Quarter3,2018 Quarter4,2019 Quarter1,2019 Quarter2,2019 Quarter3,2019 Quarter4,2020 Quarter1,2020 Quarter2,2020 Quarter3,2020 Quarter4,2021 Quarter1,2021 Quarter2,2021 Quarter3,2021 Quarter4,2008-01-15,2008-02-15,2008-03-15,2008-04-15,2008-05-15,2008-06-15,2008-07-15,2008-08-15,2008-09-15,2008-10-15,2008-11-15,2008-12-15,2009-01-15,2009-02-15,2009-03-15,2009-04-15,2009-05-15,2009-06-15,2009-07-15,2009-08-15,2009-09-15,2009-10-15,2009-11-15,2009-12-15,2010-01-15,2010-02-15,2010-03-15,2010-04-15,2010-05-15,2010-06-15,2010-07-15,2010-08-15,2010-09-15,2010-10-15,2010-11-15,2010-12-15,2011-01-15,2011-02-15,2011-03-15,2011-04-15,2011-05-15,2011-06-15,2011-07-15,2011-08-15,2011-09-15,2011-10-15,2011-11-15,2011-12-15,2012-01-15,2012-02-15,2012-03-15,2012-04-15,2012-05-15,2012-06-15,2012-07-15,2012-08-15,2012-09-15,2012-10-15,2012-11-15,2013-01-15,2013-02-15,2013-03-15,2013-04-15,2013-07-15,2013-08-15,2014-07-15,2014-09-15,2014-10-15,2014-11-15,2014-12-15,2015-01-15,2015-02-15,2015-03-15,2015-04-15,2015-05-15,2015-06-15,2015-07-15,2015-08-15,2015-09-15,2015-10-15,2015-11-15,2015-12-15,2016-01-15,2016-02-15,2016-03-15,2016-04-15,2016-05-15,2016-06-15,2016-07-15,2016-08-15,2016-09-15,2016-10-15,2016-11-15,2016-12-15,2017-01-15,2017-02-15,2017-03-15,2017-04-15,2017-05-15,2017-06-15,2017-07-15,2017-08-15,2017-09-15,2017-10-15,2017-11-15,2017-12-15,2018-01-15,2018-02-15,2018-03-15,2018-04-15,2018-05-15,2018-06-15,2018-07-15,2018-08-15,2018-09-15,2018-10-15,2018-11-15,2018-12-15,2019-01-15,2019-02-15,2019-03-15,2019-04-15,2019-05-15,2020-05-15,2020-06-15,2020-07-15,2020-08-15,2020-09-15,2020-10-15,2020-11-15,2020-12-15,2021-01-15,2021-02-15,2021-03-15,2021-04-15,2021-05-15,2021-06-15,2021-07-15,2021-08-15,2021-09-15,2021-10-15,2021-11-15,2021-12-15,2022-01-15,2022-02-15,2022-03-15
"Onion, native",AUTONOMOUS REGION IN MUSLIM MINDANAO,R,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,0.0,0.0,0.0,0.0,148.46,86.46,53.83,61.38,98.62,90.95,88.4,87.92,88.0,88.0,81.67,76.5,76.69,72.17,67.23,66.67,64.17,63.02,66.45,76.38,76.15,78.92,78.31,88.67,97.67,77.83,61.43,46.75,43.0,47.08,51.31,59.97,64.31,66.08,72.0,73.0,,,,,,,,,,,,,89.08,79.46,74.38,,78.0,78.0,82.0,72.0,76.75,79.09,81.78,73.32,72.03,71.12,62.46,68.69,,,72.77,66.36,70.75,67.36,70.15,66.85,54.31,52.92,53.0,56.28,62.0,62.08,73.62,82.29,99.85,107.67,102.0,82.92,82.17,80.05,82.77,94.38,92.46,94.57,102.62,108.0,112.0,93.54,87.62,88.25,85.57,82.0,82.0,82.0,73.0,73.0,73.0,83.0,83.0,110.46,115.85,94.92,93.0,93.0,95.75,104.0,105.08,116.93,123.0,95.71,82.0,82.31,84.31,82.67,71.46,70.67,70.67,164.484,146.084,139.25799999999998,139.41400000000002,145.26,163.528,186.48,192.568,142.708,139.726,143.125,145.3775,143.065,142.7975,139.435,140.24,140.24,139.7375,141.04250000000002,142.45999999999998,121.94666666666667,123.33666666666666,124.91333333333334
Squash Fruit,CORDILLERA ADMINISTRATIVE REGION (CAR),R,3950.41,370.69,264.23,1853.51,3864.07,342.67,255.74,1787.96,3899.58,354.63,246.01,1808.29,3887.10,629.95,245.49,1523.53,3390.84,637.49,276.67,1586.23,3515.64,670.79,217.90,1426.26,2596.88,738.19,236.74,1187.62,2625.20,757.87,244.39,1214.68,2534.01,922.88,202.53,1040.02,2527.55,1063.13,225.49,1076.74,2550.65,1165.03,233.86,1095.88,2581.13,1067.0,187.56,1076.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.36,30.001666666666665,26.304999999999996,28.898333333333337,27.746666666666666,27.659999999999997,30.584999999999997,43.24,40.10666666666666,54.376666666666665,51.04333333333333,38.54666666666667,34.38,30.836666666666662,32.50333333333333,35.17,40.21,41.666666666666664,39.376666666666665,36.666666666666664,,35.538,36.2
Squash Fruit,REGION I (ILOCOS REGION),R,6232.62,3373.54,2889.83,4665.28,6211.10,3358.35,2751.37,4374.71,6498.83,3443.18,2760.94,4528.22,6599.47,3476.52,2738.56,4537.64,6570.39,3448.91,2680.52,4708.36,6742.61,3503.41,2336.01,4304.24,6565.30,4156.94,2356.00,3785.44,6934.16,4432.42,2462.11,3873.11,7194.70,4084.28,2311.61,3809.58,7388.94,3941.92,2233.32,3837.21,7212.26,3968.67,2263.47,3872.31,6817.15,3835.96,2453.83,3712.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.455,32.2125,32.13,31.13,29.5075,28.995,32.295,41.68,47.8125,57.6575,46.565,40.7825,30.627499999999998,31.565,33.5025,46.6075,43.5325,45.85,37.775,32.465,,31.88,31.876666666666665
Squash Fruit,REGION II (CAGAYAN VALLEY),R,23736.24,14925.88,2782.97,4190.75,19556.60,14285.71,2324.46,2670.65,17754.64,14161.39,2451.48,2945.16,19147.37,12254.42,2484.70,903.75,18747.24,11866.95,2267.29,1214.15,18420.49,11331.67,2092.81,1114.81,17886.13,12537.84,2160.89,889.35,16633.01,11641.76,1802.19,942.20,15883.69,11250.41,1637.47,775.28,15376.22,9636.88,1517.87,760.65,15032.67,9223.58,1551.0,617.95,14732.74,8710.84,1519.88,559.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0875,27.505,24.795,22.555,21.2525,22.6525,26.576666666666668,39.5125,58.595,62.97,43.595,30.72,24.9075,27.1925,33.5975,36.0975,39.4625,33.53,32.33,28.67,,27.713333333333335,25.209999999999997
Squash Fruit,REGION III (CENTRAL LUZON),R,4216.31,13739.58,6854.02,1009.36,4218.50,13468.84,6437.50,957.39,4258.56,13484.89,6401.90,1012.33,4348.14,13942.33,6472.14,967.50,4355.56,11841.55,6575.60,1032.73,4208.72,11786.90,6584.60,966.27,3975.37,10969.29,7023.25,940.31,3511.72,8854.70,4694.20,967.76,3439.32,8659.10,4395.75,999.42,3534.26,10218.83,4056.51,1109.59,3620.24,12535.31,3963.72,956.44,3654.78,11923.17,3991.44,982.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.45285714285715,32.08142857142857,31.815714285714286,32.645714285714284,30.74142857142857,29.145714285714288,34.93333333333333,49.961666666666666,83.125,81.25,55.625,43.75,37.19,33.75,29.69,38.33,45.815,48.65,42.315,39.79,,42.815,41.88
Squash Fruit,REGION IV-A (CALABARZON),R,9335.92,11774.80,9326.80,12927.64,7928.25,12741.10,8508.82,11427.05,7301.23,12522.38,8299.34,10474.83,7205.72,12402.45,8692.76,10543.59,7232.90,13605.84,7425.93,12016.78,6671.46,14069.12,8151.31,13010.12,6639.33,11894.47,7546.30,13328.79,5882.79,9195.53,7065.89,13204.20,5381.49,8496.48,6880.47,13856.58,5390.05,7862.41,6497.73,13691.84,5559.82,7736.86,6246.82,11420.00,5775.91,8258.55,6106.11,12035.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.302,35.628,35.456,35.154,32.512,29.639999999999997,36.751999999999995,51.984,87.5,91.72,62.8125,49.69,41.2525,38.125,42.2825,50.542500000000004,54.195,60.105,52.605000000000004,48.2225,,48.71,47.583333333333336
Squash Fruit,MIMAROPA REGION,R,396.62,277.09,480.10,341.27,415.31,285.75,485.90,354.65,422.83,300.47,491.70,372.41,432.68,414.93,504.73,385.08,443.95,487.22,508.42,440.93,468.91,535.75,551.17,448.33,478.33,630.20,675.81,470.30,512.32,902.98,864.19,752.56,515.20,892.15,832.74,744.90,527.35,867.25,900.58,746.15,541.1,890.19,958.54,538.13,572.42,933.75,989.04,494.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.845,30.79,34.239999999999995,35.31,32.738,33.968,39.69,47.989999999999995,59.001999999999995,62.376,61.626,58.976,51.104,48.583999999999996,52.712,52.274,49.778,49.352,46.465999999999994,52.029999999999994,,42.45,40.730000000000004
Squash Fruit,REGION V (BICOL REGION),R,13119.97,5936.85,4944.92,9160.48,12371.34,5734.17,4812.76,8421.34,12730.01,6078.94,5019.18,8918.94,13344.58,6378.10,5230.76,9346.89,14117.71,6575.46,3384.78,9870.72,12772.84,6715.42,3395.02,10118.49,13231.99,6835.26,3519.70,9592.33,10677.00,7406.82,3276.17,10300.78,9612.01,7731.46,3448.82,10969.30,9215.32,6406.81,3514.72,7472.49,9475.54,6374.25,3535.5,5900.00,9640.84,5936.96,3730.53,6844.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.916666666666664,34.82,32.57666666666667,30.17833333333333,30.973333333333333,31.895,37.57666666666667,44.211666666666666,55.44,61.98166666666666,50.19,44.35666666666666,37.29333333333333,33.376666666666665,31.939999999999998,29.483333333333334,30.965000000000003,33.589999999999996,32.67166666666667,32.73166666666666,,39.87833333333334,40.67
Squash Fruit,REGION VI (WESTERN VISAYAS),R,4574.32,3624.09,4344.31,3289.08,4235.42,3543.89,4198.51,3003.57,4145.82,3461.64,3860.64,3012.15,4260.73,3511.78,3862.73,2760.91,4080.36,3378.48,3837.34,2880.25,4202.40,3015.53,3788.69,2937.83,4084.94,3139.83,3817.91,3006.91,4197.62,3282.08,3889.69,3075.00,4369.77,3086.89,3935.54,3247.31,4259.71,2779.33,3793.69,2933.74,4454.5,2983.10,3734.3,2675.71,4639.55,3319.27,3856.2,2816.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.21166666666667,30.016666666666666,32.041666666666664,31.006666666666664,30.44666666666667,30.814999999999998,31.481666666666666,42.333333333333336,50.276666666666664,59.23666666666667,45.75,31.736666666666668,29.22666666666667,28.959999999999997,29.86,36.080000000000005,37.32,44.046666666666674,42.89333333333334,43.21666666666666,,41.00333333333334,41.586666666666666
Squash Fruit,REGION VII (CENTRAL VISAYAS),R,4406.27,2067.26,3841.73,7977.26,3572.63,2119.22,2513.11,4545.31,3376.48,2045.20,2379.34,4785.20,3531.95,1928.13,2326.91,4500.14,3065.55,1938.71,1973.25,4540.79,2991.01,1420.81,1802.16,2806.73,1895.89,1086.96,1613.50,3058.07,1831.41,1282.07,1687.29,2796.68,1713.93,1320.01,1509.51,2937.72,1693.09,1178.92,1451.15,2684.76,1683.33,1066.85,1572.14,2824.62,1766.16,1075.66,1544.74,2717.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.995,28.875,29.1725,29.4375,27.4425,36.22666666666667,30.7875,40.925,54.0025,68.2525,53.2825,37.19,35.8775,31.0325,31.4075,31.7225,37.2725,40.855,36.7825,36.305,,33.394999999999996,33.6575
Squash Fruit,REGION VIII (EASTERN VISAYAS),R,452.01,710.49,617.82,407.17,447.23,715.23,622.83,415.13,451.58,723.16,622.86,412.58,465.69,702.97,631.55,306.97,365.96,685.04,660.13,308.11,381.86,692.27,675.24,303.56,366.54,677.69,686.04,305.10,354.26,660.31,665.88,311.66,310.30,674.18,644.66,305.23,324.15,627.18,632.72,317.84,311.16,656.40,657.66,362.31,296.14,758.64,678.54,385.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.183333333333334,30.064999999999998,28.28,29.368333333333336,30.58,31.37,33.156666666666666,42.461666666666666,45.52166666666667,66.565,55.41833333333333,42.81666666666666,38.54333333333333,36.251666666666665,32.92,33.873333333333335,40.89,43.22666666666667,39.275,36.71,,40.11333333333334,39.835
Squash Fruit,REGION IX (ZAMBOANGA PENINSULA),R,999.54,1232.81,1616.06,1770.29,985.06,1222.62,1552.53,1703.62,1095.76,1234.21,1524.38,1555.27,1247.83,1312.63,1580.57,1924.65,1534.27,1604.32,1643.81,1894.30,1540.11,1526.23,1512.25,1921.67,1387.37,1433.22,1579.80,1936.92,1359.80,1446.88,1486.31,1785.86,1361.96,1450.57,1487.46,1790.41,1366.27,1412.13,1509.59,1765.88,1369.21,1378.44,1699.24,1777.68,1313.28,1351.29,1848.08,1700.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.19,24.884999999999998,23.75,21.4025,21.377499999999998,22.85,24.1475,33.4275,45.419999999999995,52.71,43.333333333333336,30.836666666666662,27.919999999999998,24.50333333333333,25.88,24.669999999999998,29.28333333333333,38.276666666666664,36.26333333333333,31.456666666666667,,31.679999999999996,34.26333333333333
Squash Fruit,REGION X (NORTHERN MINDANAO),R,2223.60,2819.50,4077.44,5744.20,2551.50,2931.49,4431.23,5911.02,2642.66,2915.10,4499.23,5926.70,2486.25,3035.27,4616.50,5968.33,2492.00,3113.45,4673.70,6135.65,2220.12,2992.51,4780.93,6225.88,2116.55,2555.40,4896.44,6551.72,2256.22,2683.23,4965.85,6593.60,2280.24,2760.16,5054.20,6681.14,2353.42,2645.67,5212.0,6737.11,2321.76,2732.82,5468.57,6822.55,2909.8,2135.05,5654.19,6990.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.374000000000002,24.241999999999997,23.122,21.741999999999997,19.526,20.998,21.740000000000002,31.451999999999998,40.404,50.876,37.452,31.651999999999997,28.752,26.302,25.9,25.101999999999997,27.68,31.65,29.674,27.366000000000003,,29.47,30.8925
Squash Fruit,REGION XI (DAVAO REGION),R,1573.57,1904.08,1393.77,1616.03,1473.08,1812.35,1301.07,1568.10,1645.63,1866.96,1347.50,1413.60,1465.27,2067.40,1392.78,1496.67,1496.16,1949.98,1504.12,1514.66,1515.65,1927.93,1508.02,1556.72,1477.90,1832.46,1561.37,1618.87,1398.99,1859.18,1624.37,1635.31,1414.66,1878.08,1602.87,1625.70,1455.8,1888.75,1666.53,1634.7,1452.78,1986.89,1731.12,1750.73,1471.01,1975.54,1735.99,1788.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.062,20.006,19.524,19.48,18.712,19.009999999999998,20.502000000000002,31.34,42.7525,48.910000000000004,36.160000000000004,28.1275,25.2825,20.689999999999998,20.2825,24.189999999999998,31.2825,33.0325,29.285,27.7225,,28.72,27.851999999999997
Squash Fruit,REGION XII (SOCCSKSARGEN),R,667.09,437.64,606.56,712.57,612.08,390.64,600.45,703.56,636.34,390.02,692.47,793.71,688.09,482.95,708.32,773.04,778.12,513.44,735.30,819.69,767.55,468.36,723.73,833.66,753.65,325.62,774.57,889.99,796.99,385.95,871.97,932.56,823.11,408.00,920.78,878.02,826.51,415.42,975.51,920.62,817.46,348.75,1004.01,875.17,875.83,407.05,818.5,833.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.8975,15.486666666666666,14.615,14.122499999999999,14.225,14.02,16.38,24.433333333333334,41.2225,44.0025,27.2825,18.845,17.689999999999998,16.689999999999998,18.877499999999998,21.12,24.4775,25.04,21.947499999999998,19.5275,,21.065,22.095
Squash Fruit,REGION XIII (CARAGA),R,328.02,1284.95,1561.48,1223.88,151.86,557.07,808.96,753.89,185.17,655.36,1006.87,871.73,206.86,784.38,1066.41,852.44,185.65,805.77,1207.64,1034.16,234.89,730.12,1254.49,982.94,326.81,1571.38,1184.28,1264.16,328.50,3392.64,1372.12,1628.38,469.96,1859.70,1528.49,1788.88,484.2,2117.6,1444.27,2044.2,511.58,2340.78,1556.18,2216.49,481.07,2165.28,1573.66,2422.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.185000000000002,26.6325,26.1425,25.48,25.2575,24.7275,26.1675,35.3325,48.402,65.378,46.001999999999995,32.852,28.875999999999998,24.476,26.703999999999997,28.625999999999998,33.482,35.878,32.519999999999996,28.676,,31.294,30.96
Squash Fruit,AUTONOMOUS REGION IN MUSLIM MINDANAO,R,456.45,540.08,414.70,119.06,450.29,539.36,375.46,119.38,457.73,550.54,383.77,124.54,472.07,544.25,391.95,126.25,477.10,546.34,397.23,124.95,476.71,532.30,402.03,124.13,469.60,524.46,398.90,127.51,493.93,528.95,397.02,132.29,504.32,550.56,410.25,142.87,506.56,548.03,412.42,153.79,507.32,548.39,416.84,157.59,508.2,562.72,420.52,161.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.95,43.6875,43.505,41.285,41.8125,37.792500000000004,37.355000000000004,36.7525,27.956,29.026,30.727999999999998,30.401999999999997,30.038,30.04,28.548000000000002,28.516,28.613999999999997,28.365999999999996,28.49,28.522000000000002,,28.927999999999997,29.698
Tomato,CORDILLERA ADMINISTRATIVE REGION (CAR),R,1846.06,771.09,359.50,927.14,1904.64,870.12,352.28,728.80,1950.94,866.82,338.69,742.98,1956.66,871.13,336.40,733.76,1979.31,931.56,341.71,731.43,2030.52,921.48,330.28,629.20,1993.69,878.24,338.56,514.06,1861.71,878.63,397.64,518.83,1746.75,834.53,236.64,465.41,1596.53,798.79,228.88,521.12,1629.12,736.35,245.73,466.19,1338.59,734.02,211.25,587.44,55.27,59.08,43.75,40.5,62.91,56.42,34.83,47.5,69.08,81.67,42.45,49.6,20.18,12.62,21.24,62.17,50.33,49.64,42.92,47.64,58.64,77.91,62.73,50.2,29.25,18.02,9.82,37.83,41.36,51.25,57.58,46.09,125.5,76.38,123.27,146.73,,,,,,,,,,,,,46.83,33.15,34.38,58.36,66.07,69.15,65.92,62.71,56.73,59.14,51.25,43.14,43.0,43.0,40.77,69.38,,37.67,45.29,44.21,41.9,28.33,28.95,23.84,46.08,23.94,26.6,25.63,44.22,37.62,31.22,31.21,39.13,76.27,64.08,40.47,23.92,16.03,18.57,21.47,22.22,32.66,42.77,46.82,44.22,40.65,33.09,26.67,25.77,25.88,38.625,32.735,26.759999999999998,35.765,60.464999999999996,65.82,66.34,33.58,33.075,31.67,36.025000000000006,37.915,47.0,45.845,75.87,80.935,77.53999999999999,54.415,56.385000000000005,56.955,35.695,30.064999999999998,21.455,12.74,27.52,38.01857142857143,25.897142857142857,32.94714285714286,55.16857142857143,56.355714285714285,69.01714285714286,90.8157142857143,114.17,93.00999999999999,63.362857142857145,41.77166666666667,28.67833333333333,25.641666666666666,30.52333333333333,42.233333333333334,62.10833333333333,60.30833333333334,42.53666666666667,38.080000000000005,37.586666666666666,40.79333333333333,38.696666666666665,43.105
Tomato,REGION I (ILOCOS REGION),R,39473.25,27385.62,565.85,2190.85,37988.09,27942.49,522.39,2126.02,38246.88,29364.51,507.77,2270.16,39371.49,29837.76,493.18,2314.69,40104.45,29629.40,428.55,2348.53,40489.17,29315.13,421.86,2258.02,38073.30,27962.35,427.84,2297.18,41340.58,28184.06,398.46,2452.45,41922.58,27516.24,310.11,2381.38,42579.54,27974.9,327.76,2442.66,42501.93,28247.76,325.61,2360.04,43683.02,28874.88,329.64,2239.49,34.39,30.95,22.18,23.16,36.55,37.47,36.55,37.08,42.58,42.16,38.28,35.73,27.33,21.93,14.47,27.53,37.86,40.33,41.81,39.68,39.35,53.89,50.79,45.88,25.56,14.1,12.3,19.41,26.38,35.26,48.46,55.68,57.79,50.5,43.51,56.94,,,,,,,,,,,,,30.39,18.16,24.34,40.86,40.84,45.1,30.57,33.42,33.8,38.09,28.79,19.96,22.95,21.47,20.09,53.68,,31.0,29.49,38.94,30.67,18.76,26.92,13.3,13.15,14.36,15.06,25.1,15.57,29.45,18.38,26.25,48.45,94.65,58.7,22.1,7.92,10.92,21.87,19.88,32.27,28.85,37.37,36.0,32.38,30.41,26.25,12.78,10.26,16.18,31.57,28.330000000000002,24.465,24.994999999999997,37.865,50.510000000000005,44.83,25.485,26.23,18.72,24.25,28.035,29.235,52.31,55.004999999999995,66.775,68.41499999999999,40.540000000000006,37.03,57.68,32.865,24.634999999999998,16.29,17.63,32.46,36.714,31.45,34.072,51.82000000000001,58.626,84.69800000000001,109.80999999999999,99.166,85.662,46.668,24.689999999999998,22.189999999999998,25.0,36.9075,67.1875,77.05,71.485,49.9275,41.1075,33.9325,34.69,30.6275,42.6575
Tomato,REGION II (CAGAYAN VALLEY),R,2316.78,6510.27,953.70,824.73,2098.08,6742.34,962.60,515.10,2005.13,5925.32,956.72,613.69,2310.75,5693.93,946.63,520.15,2486.80,5833.07,950.36,633.09,2581.82,6265.58,962.91,578.88,2529.97,6737.08,909.31,536.71,2591.08,6762.53,938.72,602.78,2636.12,6862.98,948.53,608.40,2493.78,6858.9,966.83,615.22,2383.84,7596.30,1009.53,516.26,2311.78,7440.22,961.2,576.41,32.45,23.37,14.87,14.31,29.48,23.67,22.69,35.69,38.89,36.33,37.68,28.45,19.62,8.95,9.38,30.12,29.15,35.42,30.64,34.06,40.51,53.32,54.43,38.92,18.78,9.37,8.97,11.33,17.15,30.51,37.22,59.05,41.37,23.06,32.55,49.04,,,,,,,,,,,,,27.0,13.69,16.51,37.0,47.13,38.74,24.06,23.89,35.23,37.49,28.8,17.48,16.57,11.42,11.2,62.39,,22.02,35.23,36.29,28.08,13.13,19.75,10.62,7.45,12.28,14.46,22.31,32.94,27.0,18.23,26.88,66.35,68.69,41.15,20.05,7.85,8.68,16.34,17.98,27.72,24.02,37.62,37.0,26.46,38.82,19.15,15.52,9.77,17.53,22.78,13.44,10.34,15.844999999999999,30.275,52.235,43.125,22.134999999999998,17.080000000000002,14.53,25.97,27.25,14.59,33.45,48.095,57.9,48.125,18.505,27.695,41.69,18.36,23.985,10.075,9.75,22.43,32.272000000000006,16.32,25.247999999999998,45.28,55.92999999999999,68.122,96.14,110.082,103.25,58.926,23.66,17.005,17.7225,31.315,52.345,65.5925,57.4525,34.66,30.0025,32.6275,40.94,35.005,48.755
Tomato,REGION III (CENTRAL LUZON),R,14222.02,5381.08,332.85,1556.29,14329.60,5398.29,345.26,1414.61,14543.83,5398.08,300.84,1547.83,14850.68,5749.50,298.09,1369.68,15207.98,6772.32,356.15,1495.27,15539.74,6700.46,365.29,1434.73,16935.26,6446.05,344.14,1562.84,18177.07,7676.79,345.41,1539.56,17983.69,8068.87,284.94,1604.29,21761.08,7882.28,230.84,1578.6,22116.62,8111.06,207.14,1367.62,22014.06,8304.96,194.28,1603.94,37.86,36.79,21.68,26.01,37.13,32.56,35.94,43.4,51.62,41.64,37.5,35.04,25.0,16.71,27.5,42.79,42.27,43.23,39.98,36.77,47.88,56.62,52.77,38.89,23.0,9.93,13.85,16.29,25.54,39.46,51.4,62.08,45.88,28.15,38.23,48.5,,,,,,,,,,,,,30.23,16.7,31.96,48.75,56.85,43.69,34.69,38.07,49.25,45.82,30.0,23.58,22.92,17.42,16.94,65.61,,35.87,50.05,48.43,47.4,28.5,42.64,28.25,26.05,25.58,31.09,45.45,53.65,53.82,42.57,,89.18,122.67,65.73,46.45,22.25,19.5,42.77,37.05,51.77,52.09,47.27,42.82,44.0,59.41,40.0,27.8,30.17,35.89,41.87,28.64,22.55,30.67,46.14,48.36,48.05,35.95,30.78,27.73,41.46,38.93,26.8,42.68,65.27,68.26,69.74,31.39,43.64,43.18,38.05,34.67,19.0,22.15,57.43,44.129999999999995,32.60875,37.48875,58.415,58.195,75.00625,99.96375,124.04125,132.22625,55.573750000000004,23.68142857142857,18.91142857142857,21.735714285714288,34.48428571428571,61.44857142857143,74.71428571428571,66.1842857142857,52.48857142857143,46.38428571428572,39.10285714285715,43.53857142857142,42.44857142857143,54.23428571428571
