Crop,geoloc,quarter,percent_production
Parsley,REGION X (NORTHERN MINDANAO),Q1,0.0
Parsley,REGION X (NORTHERN MINDANAO),Q2,0.0
Parsley,REGION X (NORTHERN MINDANAO),Q3,0.0
Parsley,REGION X (NORTHERN MINDANAO),Q4,0.0
Parsley,REGION XI (DAVAO REGION),Q1,0.0
Parsley,REGION XI (DAVAO REGION),Q2,0.0
Parsley,REGION XI (DAVAO REGION),Q3,0.0
Parsley,REGION XI (DAVAO REGION),Q4,0.0
Parsley,REGION XII (SOCCSKSARGEN),Q1,0.0
Parsley,REGION XII (SOCCSKSARGEN),Q2,0.0
Parsley,REGION XII (SOCCSKSARGEN),Q3,0.0
Parsley,REGION XII (SOCCSKSARGEN),Q4,0.0
Parsley,REGION XIII (CARAGA),Q1,0.0
Parsley,REGION XIII (CARAGA),Q2,0.0
Parsley,REGION XIII (CARAGA),Q3,0.0
Parsley,REGION XIII (CARAGA),Q4,0.0
Passion Fruit,AUTONOMOUS REGION IN MUSLIM MINDANAO,Q1,0.00023230623340230591
Passion Fruit,AUTONOMOUS REGION IN MUSLIM MINDANAO,Q2,0.0
Passion Fruit,AUTONOMOUS REGION IN MUSLIM MINDANAO,Q3,0.0
Passion Fruit,AUTONOMOUS REGION IN MUSLIM MINDANAO,Q4,0.08164276588175139
Passion Fruit,CORDILLERA ADMINISTRATIVE REGION (CAR),Q1,0.02591243057598934
Passion Fruit,CORDILLERA ADMINISTRATIVE REGION (CAR),Q2,0.0028498585054503246
Passion Fruit,CORDILLERA ADMINISTRATIVE REGION (CAR),Q3,0.004616291281153225
Passion Fruit,CORDILLERA ADMINISTRATIVE REGION (CAR),Q4,0.0
Passion Fruit,MIMAROPA REGION,Q1,0.0011741564435243917
Passion Fruit,MIMAROPA REGION,Q2,0.0
Passion Fruit,MIMAROPA REGION,Q3,0.0
Passion Fruit,MIMAROPA REGION,Q4,0.0013760309574600918
Passion Fruit,REGION I (ILOCOS REGION),Q1,0.0
Passion Fruit,REGION I (ILOCOS REGION),Q2,0.0008606249931511584
Passion Fruit,REGION I (ILOCOS REGION),Q3,0.0
Passion Fruit,REGION I (ILOCOS REGION),Q4,0.0004355581172527667
Passion Fruit,REGION II (CAGAYAN VALLEY),Q1,0.0
Passion Fruit,REGION II (CAGAYAN VALLEY),Q2,3.1390866513479244e-06
Passion Fruit,REGION II (CAGAYAN VALLEY),Q3,0.0
Passion Fruit,REGION II (CAGAYAN VALLEY),Q4,0.0017192366320147
Passion Fruit,REGION III (CENTRAL LUZON),Q1,0.0
Passion Fruit,REGION III (CENTRAL LUZON),Q2,0.0
Passion Fruit,REGION III (CENTRAL LUZON),Q3,0.0011054322052930084
Passion Fruit,REGION III (CENTRAL LUZON),Q4,0.000597950637374975
Passion Fruit,REGION IV-A (CALABARZON),Q1,0.005258636426782392
Passion Fruit,REGION IV-A (CALABARZON),Q2,0.054776463938146176
Passion Fruit,REGION IV-A (CALABARZON),Q3,0.009328357604142442
Passion Fruit,REGION IV-A (CALABARZON),Q4,0.008804401129573076
Passion Fruit,REGION IX (ZAMBOANGA PENINSULA),Q1,0.0
Passion Fruit,REGION IX (ZAMBOANGA PENINSULA),Q2,0.0
Passion Fruit,REGION IX (ZAMBOANGA PENINSULA),Q3,0.0
Passion Fruit,REGION IX (ZAMBOANGA PENINSULA),Q4,0.0
Passion Fruit,REGION V (BICOL REGION),Q1,0.0
Passion Fruit,REGION V (BICOL REGION),Q2,0.0012481711051847584
Passion Fruit,REGION V (BICOL REGION),Q3,0.0004960124900075417
Passion Fruit,REGION V (BICOL REGION),Q4,0.0
Passion Fruit,REGION VI (WESTERN VISAYAS),Q1,0.001997909240093808
Passion Fruit,REGION VI (WESTERN VISAYAS),Q2,0.0013207865447254334
Passion Fruit,REGION VI (WESTERN VISAYAS),Q3,0.0014716151824838832
Passion Fruit,REGION VI (WESTERN VISAYAS),Q4,0.003041083089350883
Passion Fruit,REGION VII (CENTRAL VISAYAS),Q1,0.0
Passion Fruit,REGION VII (CENTRAL VISAYAS),Q2,0.0012595881100724833
Passion Fruit,REGION VII (CENTRAL VISAYAS),Q3,0.0016119377673316918
Passion Fruit,REGION VII (CENTRAL VISAYAS),Q4,0.0004817149968719834
Passion Fruit,REGION VIII (EASTERN VISAYAS),Q1,1.7726191820299786e-05
Passion Fruit,REGION VIII (EASTERN VISAYAS),Q2,2.3829632940398032e-05
Passion Fruit,REGION VIII (EASTERN VISAYAS),Q3,0.0014027789206846918
Passion Fruit,REGION VIII (EASTERN VISAYAS),Q4,0.0009894473688976748
Passion Fruit,REGION X (NORTHERN MINDANAO),Q1,0.0061834981169151745
Passion Fruit,REGION X (NORTHERN MINDANAO),Q2,0.022537618880554108
Passion Fruit,REGION X (NORTHERN MINDANAO),Q3,0.0045084262503648
Passion Fruit,REGION X (NORTHERN MINDANAO),Q4,0.02689782700409594
Passion Fruit,REGION XI (DAVAO REGION),Q1,0.1117196716133353
Passion Fruit,REGION XI (DAVAO REGION),Q2,0.09920369688706217
Passion Fruit,REGION XI (DAVAO REGION),Q3,0.11715289485708626
Passion Fruit,REGION XI (DAVAO REGION),Q4,0.12971928314734418
Passion Fruit,REGION XII (SOCCSKSARGEN),Q1,0.059350896642294586
Passion Fruit,REGION XII (SOCCSKSARGEN),Q2,0.049072301153847024
Passion Fruit,REGION XII (SOCCSKSARGEN),Q3,0.06828043020035413
Passion Fruit,REGION XII (SOCCSKSARGEN),Q4,0.08858887188698923
Passion Fruit,REGION XIII (CARAGA),Q1,0.0007258549534415833
Passion Fruit,REGION XIII (CARAGA),Q2,0.0
Passion Fruit,REGION XIII (CARAGA),Q3,0.0
Passion Fruit,REGION XIII (CARAGA),Q4,0.0
Patola,AUTONOMOUS REGION IN MUSLIM MINDANAO,Q1,0.006899806560811742
Patola,AUTONOMOUS REGION IN MUSLIM MINDANAO,Q2,0.00340692475816105
Patola,AUTONOMOUS REGION IN MUSLIM MINDANAO,Q3,0.005617646569203824
Patola,AUTONOMOUS REGION IN MUSLIM MINDANAO,Q4,0.006890302854939908
Patola,CORDILLERA ADMINISTRATIVE REGION (CAR),Q1,0.0002450285954558083
Patola,CORDILLERA ADMINISTRATIVE REGION (CAR),Q2,0.003738469107239967
Patola,CORDILLERA ADMINISTRATIVE REGION (CAR),Q3,0.0011910683356918751
Patola,CORDILLERA ADMINISTRATIVE REGION (CAR),Q4,0.001262959087534225
Patola,MIMAROPA REGION,Q1,0.003911528807851283
Patola,MIMAROPA REGION,Q2,0.003603301651113125
Patola,MIMAROPA REGION,Q3,0.003893479851750942
Patola,MIMAROPA REGION,Q4,0.004664082864602917
Patola,REGION I (ILOCOS REGION),Q1,0.048670770977629375
Patola,REGION I (ILOCOS REGION),Q2,0.025050217235935496
Patola,REGION I (ILOCOS REGION),Q3,0.014447847627158185
Patola,REGION I (ILOCOS REGION),Q4,0.01951654784976129
Patola,REGION II (CAGAYAN VALLEY),Q1,0.050162720076465606
Patola,REGION II (CAGAYAN VALLEY),Q2,0.06519140648435497
Patola,REGION II (CAGAYAN VALLEY),Q3,0.022746109537439555
Patola,REGION II (CAGAYAN VALLEY),Q4,0.0361367208930041
Patola,REGION III (CENTRAL LUZON),Q1,0.0232277413667089
Patola,REGION III (CENTRAL LUZON),Q2,0.05413764134797189
Patola,REGION III (CENTRAL LUZON),Q3,0.03483545465797717
Patola,REGION III (CENTRAL LUZON),Q4,0.020370319075267932
Patola,REGION IV-A (CALABARZON),Q1,0.055744374010517704
Patola,REGION IV-A (CALABARZON),Q2,0.023456899759855807
Patola,REGION IV-A (CALABARZON),Q3,0.021602974964428683
Patola,REGION IV-A (CALABARZON),Q4,0.029621169184578102
Patola,REGION IX (ZAMBOANGA PENINSULA),Q1,0.026576096467916522
Patola,REGION IX (ZAMBOANGA PENINSULA),Q2,0.020534315443669883
Patola,REGION IX (ZAMBOANGA PENINSULA),Q3,0.012159540968632117
Patola,REGION IX (ZAMBOANGA PENINSULA),Q4,0.008505158658995668
Patola,REGION V (BICOL REGION),Q1,0.009978093547188175
Patola,REGION V (BICOL REGION),Q2,0.018426399664639243
Patola,REGION V (BICOL REGION),Q3,0.010683769907015557
Patola,REGION V (BICOL REGION),Q4,0.01248992162662785
Patola,REGION VI (WESTERN VISAYAS),Q1,0.026822534115100608
Patola,REGION VI (WESTERN VISAYAS),Q2,0.017161852283732668
Patola,REGION VI (WESTERN VISAYAS),Q3,0.016733596098949626
Patola,REGION VI (WESTERN VISAYAS),Q4,0.017156636234551135
Patola,REGION VII (CENTRAL VISAYAS),Q1,0.0026143861981656248
Patola,REGION VII (CENTRAL VISAYAS),Q2,0.0038159903017174167
Patola,REGION VII (CENTRAL VISAYAS),Q3,0.00998987061753495
Patola,REGION VII (CENTRAL VISAYAS),Q4,0.008595618501066158
Patola,REGION VIII (EASTERN VISAYAS),Q1,0.007683814398886509
Patola,REGION VIII (EASTERN VISAYAS),Q2,0.018417649307709033
Patola,REGION VIII (EASTERN VISAYAS),Q3,0.012280984109969242
Patola,REGION VIII (EASTERN VISAYAS),Q4,0.007110315628111909
Patola,REGION X (NORTHERN MINDANAO),Q1,0.0048243623060865255
Patola,REGION X (NORTHERN MINDANAO),Q2,0.0064160344523215744
Patola,REGION X (NORTHERN MINDANAO),Q3,0.010370263323624342
Patola,REGION X (NORTHERN MINDANAO),Q4,0.010979974672316926
Patola,REGION XI (DAVAO REGION),Q1,0.009039320575627759
Patola,REGION XI (DAVAO REGION),Q2,0.01229321296744086
Patola,REGION XI (DAVAO REGION),Q3,0.014397181864070048
Patola,REGION XI (DAVAO REGION),Q4,0.010625192010016033
Patola,REGION XII (SOCCSKSARGEN),Q1,0.0024821041970984835
Patola,REGION XII (SOCCSKSARGEN),Q2,0.0018668094287233499
Patola,REGION XII (SOCCSKSARGEN),Q3,0.004537036649364883
Patola,REGION XII (SOCCSKSARGEN),Q4,0.003249513168104675
Patola,REGION XIII (CARAGA),Q1,0.0022850168548562083
Patola,REGION XIII (CARAGA),Q2,0.008240773848411542
Patola,REGION XIII (CARAGA),Q3,0.024415597503635273
Patola,REGION XIII (CARAGA),Q4,0.015997855593548407
Peanut,AUTONOMOUS REGION IN MUSLIM MINDANAO,Q1,0.004069149144942817
Peanut,AUTONOMOUS REGION IN MUSLIM MINDANAO,Q2,0.0027790366861800836
Peanut,AUTONOMOUS REGION IN MUSLIM MINDANAO,Q3,0.004275028519441083
Peanut,AUTONOMOUS REGION IN MUSLIM MINDANAO,Q4,0.008795113094099258
Peanut,CORDILLERA ADMINISTRATIVE REGION (CAR),Q1,0.0003560449022403
Peanut,CORDILLERA ADMINISTRATIVE REGION (CAR),Q2,0.0005583158653023083
Peanut,CORDILLERA ADMINISTRATIVE REGION (CAR),Q3,0.0024057337842353665
Peanut,CORDILLERA ADMINISTRATIVE REGION (CAR),Q4,7.93014942528015e-05
Peanut,MIMAROPA REGION,Q1,0.014739262006330566
Peanut,MIMAROPA REGION,Q2,0.013856571777318033
Peanut,MIMAROPA REGION,Q3,0.011539540915201624
Peanut,MIMAROPA REGION,Q4,0.006469191697443859
Peanut,REGION I (ILOCOS REGION),Q1,0.2528342283158736
Peanut,REGION I (ILOCOS REGION),Q2,0.09802605099302546
Peanut,REGION I (ILOCOS REGION),Q3,0.016252091487226283
Peanut,REGION I (ILOCOS REGION),Q4,0.03531335431935916
Peanut,REGION II (CAGAYAN VALLEY),Q1,0.018939473129038834
Peanut,REGION II (CAGAYAN VALLEY),Q2,0.07147563622543819
Peanut,REGION II (CAGAYAN VALLEY),Q3,0.018930187939027315
Peanut,REGION II (CAGAYAN VALLEY),Q4,0.008860611230057143
Peanut,REGION III (CENTRAL LUZON),Q1,0.0161210492784921
Peanut,REGION III (CENTRAL LUZON),Q2,0.03637888363976854
Peanut,REGION III (CENTRAL LUZON),Q3,0.0053820956192188255
Peanut,REGION III (CENTRAL LUZON),Q4,0.0035337901118475666
Peanut,REGION IV-A (CALABARZON),Q1,0.007003420419295967
Peanut,REGION IV-A (CALABARZON),Q2,0.00112859854384085
Peanut,REGION IV-A (CALABARZON),Q3,0.007280466380023425
Peanut,REGION IV-A (CALABARZON),Q4,0.0024824261508620414
Peanut,REGION IX (ZAMBOANGA PENINSULA),Q1,0.002778006517710433
Peanut,REGION IX (ZAMBOANGA PENINSULA),Q2,0.0024643247772159083
Peanut,REGION IX (ZAMBOANGA PENINSULA),Q3,0.008080777815424758
Peanut,REGION IX (ZAMBOANGA PENINSULA),Q4,0.018965153183865022
Peanut,REGION V (BICOL REGION),Q1,0.0125362837028138
Peanut,REGION V (BICOL REGION),Q2,0.014821968606657833
Peanut,REGION V (BICOL REGION),Q3,0.0018509079598029666
Peanut,REGION V (BICOL REGION),Q4,0.0017356889375135416
Peanut,REGION VI (WESTERN VISAYAS),Q1,0.03180964157417517
Peanut,REGION VI (WESTERN VISAYAS),Q2,0.025837324599169344
Peanut,REGION VI (WESTERN VISAYAS),Q3,0.003527986245241375
Peanut,REGION VI (WESTERN VISAYAS),Q4,0.015134642664684934
Peanut,REGION VII (CENTRAL VISAYAS),Q1,0.004099364564324325
Peanut,REGION VII (CENTRAL VISAYAS),Q2,0.004980134398671075
Peanut,REGION VII (CENTRAL VISAYAS),Q3,0.010981026134960098
Peanut,REGION VII (CENTRAL VISAYAS),Q4,0.01460128266794024
Peanut,REGION VIII (EASTERN VISAYAS),Q1,0.0021727970023486414
Peanut,REGION VIII (EASTERN VISAYAS),Q2,0.008057788531582542
Peanut,REGION VIII (EASTERN VISAYAS),Q3,0.006222960513585267
Peanut,REGION VIII (EASTERN VISAYAS),Q4,0.0010679219917213666
Peanut,REGION X (NORTHERN MINDANAO),Q1,0.029795640095177725
Peanut,REGION X (NORTHERN MINDANAO),Q2,0.005469754166439376
Peanut,REGION X (NORTHERN MINDANAO),Q3,0.015995273978598616
Peanut,REGION X (NORTHERN MINDANAO),Q4,0.038122451984617854
Peanut,REGION XI (DAVAO REGION),Q1,0.003621564455015942
Peanut,REGION XI (DAVAO REGION),Q2,0.0027609566276305167
Peanut,REGION XI (DAVAO REGION),Q3,0.006007318879444633
Peanut,REGION XI (DAVAO REGION),Q4,0.00750641402548525
Peanut,REGION XII (SOCCSKSARGEN),Q1,0.008604935219740166
Peanut,REGION XII (SOCCSKSARGEN),Q2,0.0035037745635479664
Peanut,REGION XII (SOCCSKSARGEN),Q3,0.0057209038684677
Peanut,REGION XII (SOCCSKSARGEN),Q4,0.0044639813108431495
Peanut,REGION XIII (CARAGA),Q1,7.727929658822142e-05
Peanut,REGION XIII (CARAGA),Q2,0.00041989325820448336
Peanut,REGION XIII (CARAGA),Q3,0.003590054280374967
Peanut,REGION XIII (CARAGA),Q4,0.0027493371123361084
Pears,AUTONOMOUS REGION IN MUSLIM MINDANAO,Q1,0.0
Pears,AUTONOMOUS REGION IN MUSLIM MINDANAO,Q2,0.0
Pears,AUTONOMOUS REGION IN MUSLIM MINDANAO,Q3,0.0
Pears,AUTONOMOUS REGION IN MUSLIM MINDANAO,Q4,0.0
Pears,CORDILLERA ADMINISTRATIVE REGION (CAR),Q1,0.0
Pears,CORDILLERA ADMINISTRATIVE REGION (CAR),Q2,0.0
Pears,CORDILLERA ADMINISTRATIVE REGION (CAR),Q3,0.9981101694900004
Pears,CORDILLERA ADMINISTRATIVE REGION (CAR),Q4,0.0
Pears,MIMAROPA REGION,Q1,0.0
Pears,MIMAROPA REGION,Q2,0.0
Pears,MIMAROPA REGION,Q3,0.0
Pears,MIMAROPA REGION,Q4,0.0
Pears,REGION I (ILOCOS REGION),Q1,0.0
Pears,REGION I (ILOCOS REGION),Q2,0.0
Pears,REGION I (ILOCOS REGION),Q3,0.0
Pears,REGION I (ILOCOS REGION),Q4,0.0
Pears,REGION II (CAGAYAN VALLEY),Q1,0.0
Pears,REGION II (CAGAYAN VALLEY),Q2,0.0
Pears,REGION II (CAGAYAN VALLEY),Q3,0.0
Pears,REGION II (CAGAYAN VALLEY),Q4,0.0
Pears,REGION III (CENTRAL LUZON),Q1,0.0
Pears,REGION III (CENTRAL LUZON),Q2,0.0
Pears,REGION III (CENTRAL LUZON),Q3,0.0
Pears,REGION III (CENTRAL LUZON),Q4,0.0
Pears,REGION IV-A (CALABARZON),Q1,0.0
Pears,REGION IV-A (CALABARZON),Q2,0.0
Pears,REGION IV-A (CALABARZON),Q3,0.0
Pears,REGION IV-A (CALABARZON),Q4,0.0
Pears,REGION IX (ZAMBOANGA PENINSULA),Q1,0.0
Pears,REGION IX (ZAMBOANGA PENINSULA),Q2,0.0
Pears,REGION IX (ZAMBOANGA PENINSULA),Q3,0.0
Pears,REGION IX (ZAMBOANGA PENINSULA),Q4,0.0
Pears,REGION V (BICOL REGION),Q1,0.0
Pears,REGION V (BICOL REGION),Q2,0.0
Pears,REGION V (BICOL REGION),Q3,0.0
Pears,REGION V (BICOL REGION),Q4,0.0
Pears,REGION VI (WESTERN VISAYAS),Q1,0.0
Pears,REGION VI (WESTERN VISAYAS),Q2,0.0
Pears,REGION VI (WESTERN VISAYAS),Q3,0.0
Pears,REGION VI (WESTERN VISAYAS),Q4,0.0
Pears,REGION VII (CENTRAL VISAYAS),Q1,0.0
Pears,REGION VII (CENTRAL VISAYAS),Q2,0.0
Pears,REGION VII (CENTRAL VISAYAS),Q3,0.0
Pears,REGION VII (CENTRAL VISAYAS),Q4,0.0
Pears,REGION VIII (EASTERN VISAYAS),Q1,0.0
Pears,REGION VIII (EASTERN VISAYAS),Q2,0.0
Pears,REGION VIII (EASTERN VISAYAS),Q3,0.0
Pears,REGION VIII (EASTERN VISAYAS),Q4,0.0
Pears,REGION X (NORTHERN MINDANAO),Q1,0.0018898305099995915
Pears,REGION X (NORTHERN MINDANAO),Q2,0.0
Pears,REGION X (NORTHERN MINDANAO),Q3,0.0
Pears,REGION X (NORTHERN MINDANAO),Q4,0.0
Pears,REGION XI (DAVAO REGION),Q1,0.0
Pears,REGION XI (DAVAO REGION),Q2,0.0
Pears,REGION XI (DAVAO REGION),Q3,0.0
Pears,REGION XI (DAVAO REGION),Q4,0.0
Pears,REGION XII (SOCCSKSARGEN),Q1,0.0
Pears,REGION XII (SOCCSKSARGEN),Q2,0.0
Pears,REGION XII (SOCCSKSARGEN),Q3,0.0
Pears,REGION XII (SOCCSKSARGEN),Q4,0.0
Pears,REGION XIII (CARAGA),Q1,0.0
Pears,REGION XIII (CARAGA),Q2,0.0
Pears,REGION XIII (CARAGA),Q3,0.0
Pears,REGION XIII (CARAGA),Q4,0.0
Pechay,AUTONOMOUS REGION IN MUSLIM MINDANAO,Q1,0.0004888938826023833
Pechay,AUTONOMOUS REGION IN MUSLIM MINDANAO,Q2,0.0008829152484917917
Pechay,AUTONOMOUS REGION IN MUSLIM MINDANAO,Q3,0.0011942025962283667
Pechay,AUTONOMOUS REGION IN MUSLIM MINDANAO,Q4,0.0015266865757084334
Pechay,CORDILLERA ADMINISTRATIVE REGION (CAR),Q1,0.10614615203029733
Pechay,CORDILLERA ADMINISTRATIVE REGION (CAR),Q2,0.048738823588163394
Pechay,CORDILLERA ADMINISTRATIVE REGION (CAR),Q3,0.09668133652518084
Pechay,CORDILLERA ADMINISTRATIVE REGION (CAR),Q4,0.2411423842061665
Pechay,MIMAROPA REGION,Q1,0.0023731450844055664
Pechay,MIMAROPA REGION,Q2,0.0031175324561137333
Pechay,MIMAROPA REGION,Q3,0.0015249865247401416
Pechay,MIMAROPA REGION,Q4,0.0009674183075837249
Pechay,REGION I (ILOCOS REGION),Q1,0.012804987738333074
Pechay,REGION I (ILOCOS REGION),Q2,0.003954295939203542
Pechay,REGION I (ILOCOS REGION),Q3,0.002267824099028492
Pechay,REGION I (ILOCOS REGION),Q4,0.005173591555519967
Pechay,REGION II (CAGAYAN VALLEY),Q1,0.035464228358521484
Pechay,REGION II (CAGAYAN VALLEY),Q2,0.004686292604172375
Pechay,REGION II (CAGAYAN VALLEY),Q3,0.007592866326254283
Pechay,REGION II (CAGAYAN VALLEY),Q4,0.013304721626716158
Pechay,REGION III (CENTRAL LUZON),Q1,0.01628095200227635
Pechay,REGION III (CENTRAL LUZON),Q2,0.007962110376521433
Pechay,REGION III (CENTRAL LUZON),Q3,0.0020146333643469
Pechay,REGION III (CENTRAL LUZON),Q4,0.007749033939896441
Pechay,REGION IV-A (CALABARZON),Q1,0.02652030664673913
Pechay,REGION IV-A (CALABARZON),Q2,0.019014527035839727
Pechay,REGION IV-A (CALABARZON),Q3,0.012905809191223515
Pechay,REGION IV-A (CALABARZON),Q4,0.010981185043799925
Pechay,REGION IX (ZAMBOANGA PENINSULA),Q1,0.005214711933206933
Pechay,REGION IX (ZAMBOANGA PENINSULA),Q2,0.005550651827159875
Pechay,REGION IX (ZAMBOANGA PENINSULA),Q3,0.002892899387147275
Pechay,REGION IX (ZAMBOANGA PENINSULA),Q4,0.0042654692234611585
Pechay,REGION V (BICOL REGION),Q1,0.0702763432791788
Pechay,REGION V (BICOL REGION),Q2,0.03396538642914931
Pechay,REGION V (BICOL REGION),Q3,0.025954992831600337
Pechay,REGION V (BICOL REGION),Q4,0.009084023333010366
Pechay,REGION VI (WESTERN VISAYAS),Q1,0.008844552792973833
Pechay,REGION VI (WESTERN VISAYAS),Q2,0.004433082429832717
Pechay,REGION VI (WESTERN VISAYAS),Q3,0.002751644587193625
Pechay,REGION VI (WESTERN VISAYAS),Q4,0.004242623285083183
Pechay,REGION VII (CENTRAL VISAYAS),Q1,0.012339709428207566
Pechay,REGION VII (CENTRAL VISAYAS),Q2,0.007218165361245266
Pechay,REGION VII (CENTRAL VISAYAS),Q3,0.012707111318508593
Pechay,REGION VII (CENTRAL VISAYAS),Q4,0.01599455625950455
Pechay,REGION VIII (EASTERN VISAYAS),Q1,0.0015626294222848916
Pechay,REGION VIII (EASTERN VISAYAS),Q2,0.00250947977413865
Pechay,REGION VIII (EASTERN VISAYAS),Q3,0.002748469783064775
Pechay,REGION VIII (EASTERN VISAYAS),Q4,0.0013882348180467333
Pechay,REGION X (NORTHERN MINDANAO),Q1,0.004029935218669851
Pechay,REGION X (NORTHERN MINDANAO),Q2,0.006222451596330441
Pechay,REGION X (NORTHERN MINDANAO),Q3,0.011245679894600057
Pechay,REGION X (NORTHERN MINDANAO),Q4,0.014246065086544857
Pechay,REGION XI (DAVAO REGION),Q1,0.0030383518299192335
Pechay,REGION XI (DAVAO REGION),Q2,0.004850623104718291
Pechay,REGION XI (DAVAO REGION),Q3,0.006396602688427459
Pechay,REGION XI (DAVAO REGION),Q4,0.0040596504488577
Pechay,REGION XII (SOCCSKSARGEN),Q1,0.00173935646189655
Pechay,REGION XII (SOCCSKSARGEN),Q2,0.0012071959530184498
Pechay,REGION XII (SOCCSKSARGEN),Q3,0.003608167687253833
Pechay,REGION XII (SOCCSKSARGEN),Q4,0.0027794491382238996
Pechay,REGION XIII (CARAGA),Q1,0.00033267162888020837
Pechay,REGION XIII (CARAGA),Q2,0.004188328784224034
Pechay,REGION XIII (CARAGA),Q3,0.0017941221295239502
Pechay,REGION XIII (CARAGA),Q4,0.0028548607223046834
"Pechay, Chinese",AUTONOMOUS REGION IN MUSLIM MINDANAO,Q1,0.0
"Pechay, Chinese",AUTONOMOUS REGION IN MUSLIM MINDANAO,Q2,0.0
"Pechay, Chinese",AUTONOMOUS REGION IN MUSLIM MINDANAO,Q3,0.0
"Pechay, Chinese",AUTONOMOUS REGION IN MUSLIM MINDANAO,Q4,0.0
"Pechay, Chinese",CORDILLERA ADMINISTRATIVE REGION (CAR),Q1,0.18569636133771347
"Pechay, Chinese",CORDILLERA ADMINISTRATIVE REGION (CAR),Q2,0.0728188993565886
"Pechay, Chinese",CORDILLERA ADMINISTRATIVE REGION (CAR),Q3,0.1715388324510716
"Pechay, Chinese",CORDILLERA ADMINISTRATIVE REGION (CAR),Q4,0.43847660615565137
"Pechay, Chinese",MIMAROPA REGION,Q1,0.0
"Pechay, Chinese",MIMAROPA REGION,Q2,0.0
"Pechay, Chinese",MIMAROPA REGION,Q3,0.0
"Pechay, Chinese",MIMAROPA REGION,Q4,0.0
"Pechay, Chinese",REGION I (ILOCOS REGION),Q1,8.323147197534336e-06
"Pechay, Chinese",REGION I (ILOCOS REGION),Q2,0.0
"Pechay, Chinese",REGION I (ILOCOS REGION),Q3,0.0
"Pechay, Chinese",REGION I (ILOCOS REGION),Q4,1.1077102853843566e-05
"Pechay, Chinese",REGION II (CAGAYAN VALLEY),Q1,0.00034126214112645834
"Pechay, Chinese",REGION II (CAGAYAN VALLEY),Q2,0.000873331450148125
"Pechay, Chinese",REGION II (CAGAYAN VALLEY),Q3,0.001630658099474975
"Pechay, Chinese",REGION II (CAGAYAN VALLEY),Q4,0.0005481896978840709
"Pechay, Chinese",REGION III (CENTRAL LUZON),Q1,8.089402283056875e-08
"Pechay, Chinese",REGION III (CENTRAL LUZON),Q2,5.462971651384167e-05
"Pechay, Chinese",REGION III (CENTRAL LUZON),Q3,0.0
"Pechay, Chinese",REGION III (CENTRAL LUZON),Q4,1.8257785916866344e-05
"Pechay, Chinese",REGION IV-A (CALABARZON),Q1,0.0003252464620909833
"Pechay, Chinese",REGION IV-A (CALABARZON),Q2,0.000528277958063975
"Pechay, Chinese",REGION IV-A (CALABARZON),Q3,0.000924027369539425
"Pechay, Chinese",REGION IV-A (CALABARZON),Q4,0.0010388414771332418
"Pechay, Chinese",REGION IX (ZAMBOANGA PENINSULA),Q1,1.5768503396260317e-05
"Pechay, Chinese",REGION IX (ZAMBOANGA PENINSULA),Q2,6.544034114079932e-05
"Pechay, Chinese",REGION IX (ZAMBOANGA PENINSULA),Q3,0.00017836707660005
"Pechay, Chinese",REGION IX (ZAMBOANGA PENINSULA),Q4,0.0012564176512878083
"Pechay, Chinese",REGION V (BICOL REGION),Q1,0.0
"Pechay, Chinese",REGION V (BICOL REGION),Q2,0.0
"Pechay, Chinese",REGION V (BICOL REGION),Q3,0.0
"Pechay, Chinese",REGION V (BICOL REGION),Q4,0.0
"Pechay, Chinese",REGION VI (WESTERN VISAYAS),Q1,0.0
"Pechay, Chinese",REGION VI (WESTERN VISAYAS),Q2,0.0
"Pechay, Chinese",REGION VI (WESTERN VISAYAS),Q3,0.0
"Pechay, Chinese",REGION VI (WESTERN VISAYAS),Q4,0.0
"Pechay, Chinese",REGION VII (CENTRAL VISAYAS),Q1,0.015738673907194908
"Pechay, Chinese",REGION VII (CENTRAL VISAYAS),Q2,0.008942563297588675
"Pechay, Chinese",REGION VII (CENTRAL VISAYAS),Q3,0.0186453306281439
"Pechay, Chinese",REGION VII (CENTRAL VISAYAS),Q4,0.02365621197130215
"Pechay, Chinese",REGION VIII (EASTERN VISAYAS),Q1,5.079514960593078e-06
"Pechay, Chinese",REGION VIII (EASTERN VISAYAS),Q2,3.7247636951672255e-06
"Pechay, Chinese",REGION VIII (EASTERN VISAYAS),Q3,7.903005055482864e-06
"Pechay, Chinese",REGION VIII (EASTERN VISAYAS),Q4,6.638790111225617e-05
"Pechay, Chinese",REGION X (NORTHERN MINDANAO),Q1,0.003278258605080475
"Pechay, Chinese",REGION X (NORTHERN MINDANAO),Q2,0.006103216239998858
"Pechay, Chinese",REGION X (NORTHERN MINDANAO),Q3,0.015534450040761044
"Pechay, Chinese",REGION X (NORTHERN MINDANAO),Q4,0.01661232987145116
"Pechay, Chinese",REGION XI (DAVAO REGION),Q1,0.0009989662234959
"Pechay, Chinese",REGION XI (DAVAO REGION),Q2,0.0015857485430221749
"Pechay, Chinese",REGION XI (DAVAO REGION),Q3,0.0037923969510357254
"Pechay, Chinese",REGION XI (DAVAO REGION),Q4,0.0019971129955731167
"Pechay, Chinese",REGION XII (SOCCSKSARGEN),Q1,0.0012187445683834585
